horizon,regime,fold,N,sampler,algo,n_train,n_test,test_start,test_end,F1_4cls,Acc_dir,F1_dir,F1_UP_FORT,F1_DOWN_FORT
1,NORMAL,1,7,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,7,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2872,0.5549,0.5303,0.2778,0.5311
1,NORMAL,1,7,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.307,0.5361,0.5207,0.3019,0.5146
1,NORMAL,1,7,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3352,0.6113,0.5816,0.3137,0.5584
1,NORMAL,1,7,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2617,0.558,0.5329,0.3333,0.4615
1,NORMAL,1,7,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,7,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2664,0.5925,0.5849,0.3697,0.4615
1,NORMAL,1,7,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.2864,0.5799,0.5729,0.3158,0.4886
1,NORMAL,1,7,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.2927,0.5862,0.5726,0.4035,0.5231
1,NORMAL,1,7,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2618,0.5423,0.5367,0.3761,0.4588
1,NORMAL,1,7,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,7,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.2613,0.558,0.5523,0.3478,0.5644
1,NORMAL,1,7,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.2341,0.5235,0.5177,0.3304,0.5714
1,NORMAL,1,7,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.267,0.5611,0.5558,0.4062,0.5871
1,NORMAL,1,7,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2387,0.5423,0.5385,0.3158,0.5628
1,NORMAL,1,7,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,8,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.254,0.5455,0.5366,0.3063,0.5165
1,NORMAL,1,8,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.3031,0.558,0.5418,0.3238,0.5281
1,NORMAL,1,8,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.2995,0.5455,0.5288,0.3704,0.5464
1,NORMAL,1,8,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2432,0.5172,0.5083,0.2545,0.5
1,NORMAL,1,8,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,8,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2585,0.5329,0.5239,0.2982,0.5333
1,NORMAL,1,8,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2888,0.5361,0.5218,0.3178,0.5227
1,NORMAL,1,8,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.2746,0.5486,0.5326,0.3048,0.5389
1,NORMAL,1,8,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.27,0.5361,0.5248,0.3036,0.5
1,NORMAL,1,8,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,8,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2779,0.5517,0.5262,0.2936,0.5198
1,NORMAL,1,8,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.3036,0.5611,0.5496,0.3604,0.5085
1,NORMAL,1,8,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.291,0.5737,0.5427,0.283,0.5389
1,NORMAL,1,8,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2687,0.5643,0.5435,0.3304,0.4971
1,NORMAL,1,8,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,8,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2629,0.5486,0.541,0.2963,0.5445
1,NORMAL,1,8,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.268,0.5643,0.558,0.3363,0.4693
1,NORMAL,1,8,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.2857,0.5361,0.5119,0.3269,0.5455
1,NORMAL,1,8,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2482,0.5016,0.4971,0.2909,0.5169
1,NORMAL,1,8,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,8,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.2565,0.5016,0.5015,0.4348,0.4327
1,NORMAL,1,8,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.2183,0.4702,0.4701,0.3226,0.426
1,NORMAL,1,8,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.2649,0.5204,0.5199,0.4615,0.4615
1,NORMAL,1,8,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2332,0.4796,0.4792,0.3594,0.3929
1,NORMAL,1,8,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,9,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2981,0.5298,0.5234,0.3932,0.5838
1,NORMAL,1,9,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2981,0.5361,0.5297,0.3717,0.5444
1,NORMAL,1,9,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3317,0.5611,0.5433,0.4386,0.5871
1,NORMAL,1,9,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.287,0.5266,0.5205,0.3652,0.5604
1,NORMAL,1,9,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,9,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3049,0.5392,0.5311,0.3684,0.5957
1,NORMAL,1,9,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.294,0.5517,0.5446,0.2936,0.5699
1,NORMAL,1,9,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.321,0.5831,0.5644,0.4483,0.5373
1,NORMAL,1,9,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2997,0.5361,0.5297,0.3826,0.5525
1,NORMAL,1,9,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,9,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2933,0.5392,0.5211,0.3621,0.573
1,NORMAL,1,9,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.2895,0.5266,0.5191,0.3119,0.5169
1,NORMAL,1,9,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3191,0.5862,0.5546,0.3894,0.5572
1,NORMAL,1,9,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2887,0.5204,0.5111,0.4034,0.5414
1,NORMAL,1,9,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,9,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2961,0.5329,0.5239,0.3932,0.5699
1,NORMAL,1,9,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.2858,0.5141,0.5085,0.437,0.5111
1,NORMAL,1,9,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.3359,0.5674,0.5421,0.3818,0.5842
1,NORMAL,1,9,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2735,0.5047,0.5006,0.3802,0.5363
1,NORMAL,1,9,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,9,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.3229,0.5643,0.5483,0.32,0.601
1,NORMAL,1,9,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.3046,0.558,0.5395,0.3366,0.5532
1,NORMAL,1,9,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.3078,0.5643,0.5618,0.386,0.4916
1,NORMAL,1,9,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2936,0.5705,0.5513,0.2474,0.5628
1,NORMAL,1,9,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,10,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2947,0.5423,0.5354,0.3423,0.5957
1,NORMAL,1,10,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2971,0.5768,0.57,0.2593,0.5604
1,NORMAL,1,10,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3312,0.5862,0.5671,0.4144,0.5813
1,NORMAL,1,10,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2911,0.5455,0.5382,0.3333,0.5604
1,NORMAL,1,10,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,10,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2919,0.5517,0.5453,0.3393,0.5699
1,NORMAL,1,10,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.279,0.5361,0.5322,0.3214,0.5304
1,NORMAL,1,10,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3213,0.5643,0.538,0.4037,0.6117
1,NORMAL,1,10,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2908,0.5141,0.5071,0.354,0.5222
1,NORMAL,1,10,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,10,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2928,0.5329,0.5202,0.3684,0.5699
1,NORMAL,1,10,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.2907,0.5266,0.5191,0.3214,0.5902
1,NORMAL,1,10,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3411,0.5799,0.5539,0.4071,0.5672
1,NORMAL,1,10,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.259,0.5235,0.512,0.339,0.5029
1,NORMAL,1,10,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,10,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2738,0.5611,0.553,0.2545,0.5729
1,NORMAL,1,10,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.2664,0.5047,0.5,0.3333,0.5169
1,NORMAL,1,10,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.3051,0.5737,0.5487,0.3048,0.6019
1,NORMAL,1,10,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2713,0.5298,0.5241,0.3091,0.5622
1,NORMAL,1,10,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,10,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.2509,0.5141,0.5136,0.1136,0.5281
1,NORMAL,1,10,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.2805,0.5141,0.5109,0.2022,0.5635
1,NORMAL,1,10,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.256,0.489,0.4832,0.1895,0.5333
1,NORMAL,1,10,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2838,0.5486,0.5453,0.1573,0.5638
1,NORMAL,1,10,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,11,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2802,0.5455,0.5374,0.2752,0.6073
1,NORMAL,1,11,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2874,0.5549,0.5481,0.3119,0.5729
1,NORMAL,1,11,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3242,0.5674,0.5421,0.3889,0.5951
1,NORMAL,1,11,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.264,0.4953,0.4872,0.2991,0.5957
1,NORMAL,1,11,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,11,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3146,0.5455,0.5349,0.3784,0.6082
1,NORMAL,1,11,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2854,0.5392,0.5302,0.2883,0.582
1,NORMAL,1,11,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3356,0.5831,0.5594,0.3853,0.6049
1,NORMAL,1,11,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2767,0.5392,0.5294,0.3186,0.5846
1,NORMAL,1,11,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,11,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2984,0.5361,0.5207,0.3509,0.5882
1,NORMAL,1,11,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.3002,0.5235,0.5147,0.3571,0.5495
1,NORMAL,1,11,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3038,0.558,0.5283,0.3853,0.5842
1,NORMAL,1,11,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2923,0.5078,0.4964,0.3652,0.5506
1,NORMAL,1,11,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,11,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2745,0.5361,0.5248,0.2745,0.551
1,NORMAL,1,11,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.2488,0.5047,0.4917,0.1856,0.5833
1,NORMAL,1,11,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.2884,0.5611,0.5396,0.2913,0.5797
1,NORMAL,1,11,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2607,0.5141,0.5071,0.283,0.5426
1,NORMAL,1,11,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,11,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.2588,0.5016,0.4869,0.2424,0.3522
1,NORMAL,1,11,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.2604,0.5078,0.4944,0.1778,0.3375
1,NORMAL,1,11,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.2637,0.4953,0.4727,0.2424,0.4588
1,NORMAL,1,11,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2633,0.5016,0.4965,0.2941,0.3108
1,NORMAL,1,11,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,12,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2987,0.5361,0.529,0.3214,0.617
1,NORMAL,1,12,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.293,0.5549,0.5458,0.3455,0.5714
1,NORMAL,1,12,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3176,0.5799,0.5462,0.3364,0.601
1,NORMAL,1,12,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2706,0.5078,0.5,0.313,0.5806
1,NORMAL,1,12,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,12,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2879,0.5204,0.5135,0.3455,0.573
1,NORMAL,1,12,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2978,0.5235,0.5201,0.367,0.5057
1,NORMAL,1,12,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3008,0.558,0.5329,0.3636,0.5657
1,NORMAL,1,12,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2611,0.4608,0.4535,0.3486,0.5227
1,NORMAL,1,12,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,12,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2984,0.5047,0.4846,0.3717,0.6022
1,NORMAL,1,12,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.2746,0.5141,0.5047,0.3208,0.4918
1,NORMAL,1,12,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3171,0.5705,0.5216,0.4074,0.5854
1,NORMAL,1,12,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2805,0.5078,0.4933,0.3621,0.5198
1,NORMAL,1,12,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,12,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2744,0.5172,0.5132,0.2752,0.6211
1,NORMAL,1,12,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.3024,0.5172,0.5138,0.3604,0.5889
1,NORMAL,1,12,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.3179,0.5705,0.5475,0.3364,0.6049
1,NORMAL,1,12,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2586,0.5141,0.5118,0.2407,0.5761
1,NORMAL,1,12,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,12,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.2619,0.5361,0.5359,0.3019,0.4686
1,NORMAL,1,12,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.2636,0.5172,0.5172,0.4298,0.358
1,NORMAL,1,12,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.2702,0.5141,0.514,0.3866,0.5
1,NORMAL,1,12,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2738,0.5486,0.5481,0.3966,0.3758
1,NORMAL,1,12,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,13,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3142,0.5392,0.5256,0.3636,0.5775
1,NORMAL,1,13,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2965,0.5172,0.5114,0.4035,0.5111
1,NORMAL,1,13,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3329,0.5674,0.5435,0.381,0.58
1,NORMAL,1,13,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2861,0.5423,0.5261,0.3273,0.5532
1,NORMAL,1,13,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,13,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3007,0.5361,0.5248,0.3423,0.5792
1,NORMAL,1,13,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2745,0.5329,0.5212,0.3396,0.5579
1,NORMAL,1,13,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3302,0.5831,0.5667,0.4144,0.5657
1,NORMAL,1,13,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2661,0.511,0.5036,0.354,0.514
1,NORMAL,1,13,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,13,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2928,0.5361,0.5146,0.386,0.5699
1,NORMAL,1,13,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.2998,0.5204,0.504,0.3964,0.5311
1,NORMAL,1,13,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3297,0.5799,0.5478,0.3964,0.5911
1,NORMAL,1,13,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2987,0.5235,0.511,0.3826,0.5281
1,NORMAL,1,13,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,13,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.3141,0.5674,0.5578,0.3784,0.63
1,NORMAL,1,13,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.307,0.5361,0.5304,0.3652,0.6162
1,NORMAL,1,13,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.3232,0.5799,0.5567,0.3704,0.6244
1,NORMAL,1,13,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2913,0.5423,0.5361,0.3509,0.5792
1,NORMAL,1,13,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,13,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.1837,0.4922,0.4828,0.0247,0.4865
1,NORMAL,1,13,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.232,0.4922,0.492,0.2,0.4767
1,NORMAL,1,13,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.2294,0.5172,0.5155,0.1364,0.5081
1,NORMAL,1,13,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2295,0.5266,0.5263,0.1379,0.4767
1,NORMAL,1,13,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,14,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.2986,0.5141,0.5071,0.3929,0.5714
1,NORMAL,1,14,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.3097,0.5266,0.5212,0.4348,0.5635
1,NORMAL,1,14,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3385,0.5611,0.5383,0.3889,0.599
1,NORMAL,1,14,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.3018,0.5266,0.5198,0.3818,0.5304
1,NORMAL,1,14,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,14,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3291,0.5423,0.5293,0.3784,0.5622
1,NORMAL,1,14,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.31,0.5141,0.5098,0.4144,0.5402
1,NORMAL,1,14,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3232,0.5768,0.5499,0.3962,0.5951
1,NORMAL,1,14,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.284,0.5204,0.5135,0.3717,0.4828
1,NORMAL,1,14,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,14,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.2795,0.5204,0.4975,0.3717,0.5455
1,NORMAL,1,14,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.3018,0.5235,0.5129,0.4957,0.5761
1,NORMAL,1,14,ADASYN,RandomForest,868,319,2010-08-17,2013-10-21,0.3144,0.5643,0.5301,0.3585,0.598
1,NORMAL,1,14,ADASYN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2873,0.5016,0.4869,0.3818,0.5143
1,NORMAL,1,14,ADASYN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,14,SMOTETomek,XGBoost,868,319,2010-08-17,2013-10-21,0.2904,0.5141,0.5038,0.4037,0.5376
1,NORMAL,1,14,SMOTETomek,LightGBM,868,319,2010-08-17,2013-10-21,0.2591,0.5078,0.5022,0.3571,0.4944
1,NORMAL,1,14,SMOTETomek,RandomForest,868,319,2010-08-17,2013-10-21,0.3071,0.5455,0.5349,0.3964,0.5744
1,NORMAL,1,14,SMOTETomek,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2705,0.511,0.5036,0.3571,0.5414
1,NORMAL,1,14,SMOTETomek,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,14,SMOTEENN,XGBoost,868,319,2010-08-17,2013-10-21,0.2875,0.5235,0.5206,0.4065,0.5376
1,NORMAL,1,14,SMOTEENN,LightGBM,868,319,2010-08-17,2013-10-21,0.2674,0.5361,0.531,0.4409,0.4762
1,NORMAL,1,14,SMOTEENN,RandomForest,868,319,2010-08-17,2013-10-21,0.3042,0.5831,0.5803,0.5147,0.5081
1,NORMAL,1,14,SMOTEENN,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2831,0.5235,0.521,0.4923,0.4972
1,NORMAL,1,14,SMOTEENN,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,15,SMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3263,0.558,0.5439,0.3929,0.6091
1,NORMAL,1,15,SMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2914,0.5329,0.5239,0.3684,0.5684
1,NORMAL,1,15,SMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3271,0.5611,0.5396,0.4037,0.5743
1,NORMAL,1,15,SMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.2894,0.5204,0.5119,0.3761,0.5587
1,NORMAL,1,15,SMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,15,BorderlineSMOTE,XGBoost,868,319,2010-08-17,2013-10-21,0.3204,0.5611,0.5505,0.4174,0.5775
1,NORMAL,1,15,BorderlineSMOTE,LightGBM,868,319,2010-08-17,2013-10-21,0.2995,0.5266,0.5147,0.3964,0.6032
1,NORMAL,1,15,BorderlineSMOTE,RandomForest,868,319,2010-08-17,2013-10-21,0.3201,0.5768,0.5527,0.3889,0.5871
1,NORMAL,1,15,BorderlineSMOTE,GradientBoosting,868,319,2010-08-17,2013-10-21,0.3048,0.5266,0.5157,0.4,0.5652
1,NORMAL,1,15,BorderlineSMOTE,CatBoost,868,319,2010-08-17,2013-10-21,,,,,,unhashable type: 'numpy.ndarray'
1,NORMAL,1,15,ADASYN,XGBoost,868,319,2010-08-17,2013-10-21,0.3269,0.5737,0.554,0.4068,0.6042
1,NORMAL,1,15,ADASYN,LightGBM,868,319,2010-08-17,2013-10-21,0.3006,0.5455,0.5299,0.3894,0.6064
